age,year,improvement_rate
51,2008,0.011600000000000001
51,2009,0.0132
51,2010,0.0137
51,2011,0.013300000000000001
51,2012,0.0125
51,2013,0.0136
51,2014,0.0144
51,2015,0.0149
51,2016,0.0151
51,2017,0.0148
51,2018,0.0142
51,2019,0.0134
51,2020,0.0124
51,2021,0.0114
51,2022,0.0105
51,2023,0.0098
51,2024,0.0092
51,2025,0.0089
51,2026,0.0088
51,2027,0.0089
51,2028,0.0092
51,2029,0.0095
51,2030,0.0098
51,2031,0.0099
52,1951,0.017400000000000002
52,1952,0.0162
52,1953,0.0149
52,1954,0.0132
52,1955,0.0111
52,1956,0.0088
52,1957,0.006500000000000001
52,1958,0.0046
52,1959,0.0029000000000000002
52,1960,0.0016
52,1961,0.0005
52,1962,-0.0005
52,1963,-0.0011
52,1964,-0.0012000000000000001
52,1965,-0.0008
52,1966,0.0004
52,1967,0.0025
52,1968,0.005200000000000001
52,1969,0.0086
52,1970,0.0122
52,1971,0.016
52,1972,0.0195
52,1973,0.022500000000000003
52,1974,0.0247
52,1975,0.0261
52,1976,0.026600000000000002
52,1977,0.0264
52,1978,0.025900000000000003
52,1979,0.0251
52,1980,0.024200000000000003
52,1981,0.023200000000000002
52,1982,0.0222
52,1983,0.021
52,1984,0.0199
52,1985,0.019
52,1986,0.0184
52,1987,0.0181
52,1988,0.018000000000000002
52,1989,0.0179
52,1990,0.0178
52,1991,0.0176
52,1992,0.0176
52,1993,0.0178
52,1994,0.0184
52,1995,0.0189
52,1996,0.018600000000000002
52,1997,0.016900000000000002
52,1998,0.0137
52,1999,0.0094
52,2000,0.0049
52,2001,0.001
52,2002,-0.0015
52,2003,-0.0022
52,2004,-0.0012000000000000001
52,2005,0.0011
52,2006,0.004
52,2007,0.006900000000000001
52,2008,0.0092
52,2009,0.0105
52,2010,0.011000000000000001
52,2011,0.010700000000000001
52,2012,0.0099
52,2013,0.0112
52,2014,0.0123
52,2015,0.0132
52,2016,0.0138
52,2017,0.014
52,2018,0.0139
52,2019,0.0135
52,2020,0.0128
52,2021,0.012
52,2022,0.0112
52,2023,0.0104
52,2024,0.0098
52,2025,0.0094
52,2026,0.0092
52,2027,0.0092
52,2028,0.0093
52,2029,0.0095
52,2030,0.0098
52,2031,0.0099
53,1951,0.016800000000000002
53,1952,0.015700000000000002
53,1953,0.0143
53,1954,0.012700000000000001
53,1955,0.010700000000000001
53,1956,0.008400000000000001
53,1957,0.0063
53,1958,0.0044
53,1959,0.0029000000000000002
53,1960,0.0016
53,1961,0.0005
53,1962,-0.0004
53,1963,-0.0011
53,1964,-0.0013000000000000002
53,1965,-0.0009000000000000001
53,1966,0.00030000000000000003
53,1967,0.0023
53,1968,0.005
53,1969,0.0085
53,1970,0.0123
53,1971,0.016300000000000002
53,1972,0.0199
53,1973,0.0229
53,1974,0.0251
53,1975,0.0264
53,1976,0.026600000000000002
53,1977,0.0262
53,1978,0.0252
53,1979,0.0241
53,1980,0.0229
53,1981,0.0217
53,1982,0.0207
53,1983,0.0198
53,1984,0.019
53,1985,0.018600000000000002
53,1986,0.018500000000000003
53,1987,0.018600000000000002
53,1988,0.0189
53,1989,0.019100000000000002
53,1990,0.019100000000000002
53,1991,0.019100000000000002
53,1992,0.019200000000000002
53,1993,0.0194
53,1994,0.0199
53,1995,0.020200000000000003
53,1996,0.0198
53,1997,0.0182
53,1998,0.0152
53,1999,0.0112
53,2000,0.006900000000000001
53,2001,0.0032
53,2002,0.0005
53,2003,-0.0006000000000000001
53,2004,-0.00030000000000000003
53,2005,0.0011
53,2006,0.0032
53,2007,0.0053
53,2008,0.007
53,2009,0.008
53,2010,0.008400000000000001
53,2011,0.008
53,2012,0.0073
53,2013,0.0086
53,2014,0.01
53,2015,0.0112
53,2016,0.0122
53,2017,0.0129
53,2018,0.0133
53,2019,0.0133
53,2020,0.013
53,2021,0.0125
53,2022,0.0118
53,2023,0.011
53,2024,0.0104
53,2025,0.0099
53,2026,0.0095
53,2027,0.0094
53,2028,0.0094
53,2029,0.0096
53,2030,0.0098
53,2031,0.0099
54,1951,0.0164
54,1952,0.0152
54,1953,0.013900000000000001
54,1954,0.0122
54,1955,0.0102
54,1956,0.008
54,1957,0.006
54,1958,0.004200000000000001
54,1959,0.0028
54,1960,0.0016
54,1961,0.0005
54,1962,-0.0005
54,1963,-0.0013000000000000002
54,1964,-0.0015
54,1965,-0.0012000000000000001
54,1966,-0.0001
54,1967,0.0019
54,1968,0.0047
54,1969,0.0082
54,1970,0.0122
54,1971,0.016300000000000002
54,1972,0.020200000000000003
54,1973,0.0234
54,1974,0.0257
54,1975,0.0269
54,1976,0.027
54,1977,0.0262
54,1978,0.024800000000000003
54,1979,0.023200000000000002
54,1980,0.0216
54,1981,0.020300000000000002
54,1982,0.0193
54,1983,0.018500000000000003
54,1984,0.0181
54,1985,0.018000000000000002
54,1986,0.0183
54,1987,0.0187
54,1988,0.0193
54,1989,0.019700000000000002
54,1990,0.02
54,1991,0.020200000000000003
54,1992,0.0204
54,1993,0.0207
54,1994,0.0211
54,1995,0.0212
54,1996,0.020800000000000003
54,1997,0.019200000000000002
54,1998,0.0165
54,1999,0.013000000000000001
54,2000,0.0092
54,2001,0.0058000000000000005
54,2002,0.0032
54,2003,0.0017000000000000001
54,2004,0.0014
54,2005,0.0019
54,2006,0.003
54,2007,0.004200000000000001
54,2008,0.005200000000000001
54,2009,0.0058000000000000005
54,2010,0.0059
54,2011,0.0054
54,2012,0.0047
54,2013,0.0061
54,2014,0.0076
54,2015,0.0091
54,2016,0.0104
54,2017,0.0116
54,2018,0.0124
54,2019,0.0128
54,2020,0.013
54,2021,0.0127
54,2022,0.0122
54,2023,0.0115
54,2024,0.0109
54,2025,0.0103
54,2026,0.0099
54,2027,0.0097
54,2028,0.0096
54,2029,0.0097
54,2030,0.0098
54,2031,0.0099
55,1951,0.0161
55,1952,0.0148
55,1953,0.0134
55,1954,0.0117
55,1955,0.0097
55,1956,0.007500000000000001
55,1957,0.0056
55,1958,0.004
55,1959,0.0026000000000000003
55,1960,0.0014
55,1961,0.00030000000000000003
55,1962,-0.0008
55,1963,-0.0015
55,1964,-0.0018000000000000002
55,1965,-0.0016
55,1966,-0.0006000000000000001
55,1967,0.0014
55,1968,0.004200000000000001
55,1969,0.0079
55,1970,0.012
55,1971,0.016300000000000002
55,1972,0.020300000000000002
55,1973,0.023700000000000002
55,1974,0.0262
55,1975,0.0274
55,1976,0.0274
55,1977,0.0264
55,1978,0.0247
55,1979,0.022600000000000002
55,1980,0.0206
55,1981,0.019100000000000002
55,1982,0.0179
55,1983,0.0173
55,1984,0.0171
55,1985,0.017400000000000002
55,1986,0.0179
55,1987,0.018600000000000002
55,1988,0.0193
55,1989,0.0199
55,1990,0.0205
55,1991,0.020900000000000002
55,1992,0.0212
55,1993,0.0216
55,1994,0.022000000000000002
55,1995,0.022000000000000002
55,1996,0.021500000000000002
55,1997,0.02
55,1998,0.0177
55,1999,0.014700000000000001
55,2000,0.011600000000000001
55,2001,0.0086
55,2002,0.0063
55,2003,0.0046
55,2004,0.0038
55,2005,0.0034000000000000002
55,2006,0.0036000000000000003
55,2007,0.0038
55,2008,0.0041
55,2009,0.0041
55,2010,0.0038
55,2011,0.0031000000000000003
55,2012,0.0022
55,2013,0.0036
55,2014,0.0052
55,2015,0.0069
55,2016,0.0086
55,2017,0.0101
55,2018,0.0113
55,2019,0.0122
55,2020,0.0127
55,2021,0.0128
55,2022,0.0124
55,2023,0.0119
55,2024,0.0113
55,2025,0.0107
55,2026,0.0102
55,2027,0.0099
55,2028,0.0098
55,2029,0.0098
55,2030,0.0098
55,2031,0.01
56,1951,0.015700000000000002
56,1952,0.0143
56,1953,0.0128
56,1954,0.011000000000000001
56,1955,0.009000000000000001
56,1956,0.007
56,1957,0.0051
56,1958,0.0036000000000000003
56,1959,0.0022
56,1960,0.0011
56,1961,-0.0001
56,1962,-0.0011
56,1963,-0.0019
56,1964,-0.0022
56,1965,-0.002
56,1966,-0.001
56,1967,0.001
56,1968,0.0038
56,1969,0.007500000000000001
56,1970,0.0118
56,1971,0.0162
56,1972,0.020300000000000002
56,1973,0.0239
56,1974,0.026500000000000003
56,1975,0.027800000000000002
56,1976,0.027800000000000002
56,1977,0.026600000000000002
56,1978,0.0246
56,1979,0.0222
56,1980,0.0199
56,1981,0.0181
56,1982,0.016900000000000002
56,1983,0.0162
56,1984,0.0162
56,1985,0.0166
56,1986,0.017400000000000002
56,1987,0.0182
56,1988,0.019100000000000002
56,1989,0.0199
56,1990,0.0206
56,1991,0.0212
56,1992,0.0217
56,1993,0.0222
56,1994,0.022500000000000003
56,1995,0.022500000000000003
56,1996,0.0219
56,1997,0.0207
56,1998,0.0188
56,1999,0.0164
56,2000,0.013900000000000001
56,2001,0.0115
56,2002,0.0095
56,2003,0.0078000000000000005
56,2004,0.006500000000000001
56,2005,0.0055000000000000005
56,2006,0.0048000000000000004
56,2007,0.004200000000000001
56,2008,0.0037
56,2009,0.0031000000000000003
56,2010,0.0023
56,2011,0.0013000000000000002
56,2012,0.0
56,2013,0.0012
56,2014,0.0029
56,2015,0.0048
56,2016,0.0067
56,2017,0.0085
56,2018,0.0101
56,2019,0.0114
56,2020,0.0122
56,2021,0.0126
56,2022,0.0125
56,2023,0.0121
56,2024,0.0115
56,2025,0.011
56,2026,0.0105
56,2027,0.0102
56,2028,0.0099
56,2029,0.0099
56,2030,0.0099
56,2031,0.01
57,1951,0.0152
57,1952,0.0137
57,1953,0.012100000000000001
57,1954,0.0103
57,1955,0.0083
57,1956,0.0063
57,1957,0.0045000000000000005
57,1958,0.003
57,1959,0.0017000000000000001
57,1960,0.0006000000000000001
57,1961,-0.0005
57,1962,-0.0016
57,1963,-0.0023
57,1964,-0.0026000000000000003
57,1965,-0.0023
57,1966,-0.0012000000000000001
57,1967,0.0008
57,1968,0.0036000000000000003
57,1969,0.0074
57,1970,0.011600000000000001
57,1971,0.016
57,1972,0.020300000000000002
57,1973,0.0239
57,1974,0.026600000000000002
57,1975,0.028
57,1976,0.028
57,1977,0.0268
57,1978,0.0247
57,1979,0.0221
57,1980,0.0195
57,1981,0.0175
57,1982,0.0161
57,1983,0.0154
57,1984,0.015300000000000001
57,1985,0.0158
57,1986,0.0167
57,1987,0.0177
57,1988,0.018600000000000002
57,1989,0.0196
57,1990,0.0205
57,1991,0.0212
57,1992,0.0218
57,1993,0.0223
57,1994,0.022600000000000002
57,1995,0.022600000000000002
57,1996,0.0222
57,1997,0.0213
57,1998,0.0198
57,1999,0.018000000000000002
57,2000,0.0161
57,2001,0.0143
57,2002,0.0125
57,2003,0.0109
57,2004,0.0095
57,2005,0.008
57,2006,0.0067
57,2007,0.0054
57,2008,0.004200000000000001
57,2009,0.0029000000000000002
57,2010,0.0016
57,2011,-0.0001
57,2012,-0.0019
57,2013,-0.0008
57,2014,0.0009
57,2015,0.0028
57,2016,0.0049
57,2017,0.007
57,2018,0.0089
57,2019,0.0104
57,2020,0.0116
57,2021,0.0123
57,2022,0.0124
57,2023,0.0121
57,2024,0.0117
57,2025,0.0112
57,2026,0.0108
57,2027,0.0104
57,2028,0.0101
57,2029,0.01
57,2030,0.0099
57,2031,0.01
58,1951,0.0146
58,1952,0.013000000000000001
58,1953,0.011300000000000001
58,1954,0.0095
58,1955,0.0074
58,1956,0.0054
58,1957,0.0037
58,1958,0.0023
58,1959,0.001
58,1960,-0.0001
58,1961,-0.0012000000000000001
58,1962,-0.0021000000000000003
58,1963,-0.0028
58,1964,-0.0029000000000000002
58,1965,-0.0025
58,1966,-0.0013000000000000002
58,1967,0.0008
58,1968,0.0037
58,1969,0.0073
58,1970,0.0115
58,1971,0.0159
58,1972,0.02
58,1973,0.023700000000000002
58,1974,0.0264
58,1975,0.0279
58,1976,0.0279
58,1977,0.0268
58,1978,0.0247
58,1979,0.0221
58,1980,0.0194
58,1981,0.0172
58,1982,0.015600000000000001
58,1983,0.014700000000000001
58,1984,0.0146
58,1985,0.0151
58,1986,0.016
58,1987,0.017
58,1988,0.0181
58,1989,0.019200000000000002
58,1990,0.020200000000000003
58,1991,0.021
58,1992,0.0216
58,1993,0.0221
58,1994,0.0224
58,1995,0.022500000000000003
58,1996,0.0223
58,1997,0.0217
58,1998,0.0207
58,1999,0.0195
58,2000,0.0181
58,2001,0.0167
58,2002,0.015300000000000001
58,2003,0.013900000000000001
58,2004,0.012400000000000001
58,2005,0.010700000000000001
58,2006,0.009000000000000001
58,2007,0.007200000000000001
58,2008,0.0054
58,2009,0.0036000000000000003
58,2010,0.0015
58,2011,-0.0008
58,2012,-0.0033
58,2013,-0.0024
58,2014,-0.0009
58,2015,0.0011
58,2016,0.0033
58,2017,0.0055
58,2018,0.0076
58,2019,0.0095
58,2020,0.0109
58,2021,0.0118
58,2022,0.0121
58,2023,0.012
58,2024,0.0118
58,2025,0.0114
58,2026,0.0109
58,2027,0.0106
58,2028,0.0103
58,2029,0.0101
58,2030,0.01
58,2031,0.01
59,1951,0.013900000000000001
59,1952,0.0122
59,1953,0.010400000000000001
59,1954,0.0085
59,1955,0.006500000000000001
59,1956,0.0045000000000000005
59,1957,0.0028
59,1958,0.0014
59,1959,0.0002
59,1960,-0.0009000000000000001
59,1961,-0.0019
59,1962,-0.0027
59,1963,-0.0032
59,1964,-0.0032
59,1965,-0.0025
59,1966,-0.0012000000000000001
59,1967,0.001
59,1968,0.0039000000000000003
59,1969,0.007500000000000001
59,1970,0.0115
59,1971,0.015700000000000002
59,1972,0.019700000000000002
59,1973,0.023200000000000002
59,1974,0.025900000000000003
59,1975,0.0274
59,1976,0.027600000000000003
59,1977,0.026600000000000002
59,1978,0.0246
59,1979,0.0222
59,1980,0.0195
59,1981,0.0172
59,1982,0.0154
59,1983,0.014400000000000001
59,1984,0.014100000000000001
59,1985,0.0145
59,1986,0.015300000000000001
59,1987,0.0164
59,1988,0.0176
59,1989,0.0188
59,1990,0.0198
59,1991,0.0206
59,1992,0.0212
59,1993,0.0216
59,1994,0.0219
59,1995,0.0221
59,1996,0.0222
59,1997,0.022000000000000002
59,1998,0.021500000000000002
59,1999,0.020800000000000003
59,2000,0.0199
59,2001,0.0188
59,2002,0.0177
59,2003,0.0165
59,2004,0.0151
59,2005,0.0135
59,2006,0.011600000000000001
59,2007,0.0095
59,2008,0.0073
59,2009,0.0049
59,2010,0.0022
59,2011,-0.0008
59,2012,-0.0041
59,2013,-0.0035
59,2014,-0.0021
59,2015,-0.0003
59,2016,0.0019
59,2017,0.0042
59,2018,0.0064
59,2019,0.0084
59,2020,0.0101
59,2021,0.0112
59,2022,0.0117
59,2023,0.0118
59,2024,0.0117
59,2025,0.0114
59,2026,0.011
59,2027,0.0107
59,2028,0.0104
59,2029,0.0101
59,2030,0.01
59,2031,0.01
60,1951,0.013000000000000001
60,1952,0.0112
60,1953,0.0094
60,1954,0.007500000000000001
60,1955,0.0054
60,1956,0.0035
60,1957,0.0018000000000000002
60,1958,0.0005
60,1959,-0.0007
60,1960,-0.0017000000000000001
60,1961,-0.0026000000000000003
60,1962,-0.0032
60,1963,-0.0035
60,1964,-0.0033
60,1965,-0.0024000000000000002
60,1966,-0.0009000000000000001
60,1967,0.0014
60,1968,0.0043
60,1969,0.0078000000000000005
60,1970,0.011600000000000001
60,1971,0.0155
60,1972,0.019200000000000002
60,1973,0.022600000000000002
60,1974,0.0251
60,1975,0.026600000000000002
60,1976,0.0269
60,1977,0.0261
60,1978,0.0244
60,1979,0.0222
60,1980,0.019700000000000002
60,1981,0.017400000000000002
60,1982,0.0154
60,1983,0.0142
60,1984,0.0137
60,1985,0.014
60,1986,0.0148
60,1987,0.0159
60,1988,0.0172
60,1989,0.0184
60,1990,0.0194
60,1991,0.0201
60,1992,0.0205
60,1993,0.020800000000000003
60,1994,0.0212
60,1995,0.021500000000000002
60,1996,0.0219
60,1997,0.0221
60,1998,0.0221
60,1999,0.0218
60,2000,0.0213
60,2001,0.0206
60,2002,0.0198
60,2003,0.0188
60,2004,0.0176
60,2005,0.0161
60,2006,0.0143
60,2007,0.012100000000000001
60,2008,0.009600000000000001
60,2009,0.0067
60,2010,0.0034000000000000002
60,2011,-0.00030000000000000003
60,2012,-0.0043
60,2013,-0.004
60,2014,-0.0029
60,2015,-0.0012
60,2016,0.0009
60,2017,0.0031
60,2018,0.0054
60,2019,0.0075
60,2020,0.0092
60,2021,0.0105
60,2022,0.0112
60,2023,0.0115
60,2024,0.0115
60,2025,0.0113
60,2026,0.0111
60,2027,0.0108
60,2028,0.0105
60,2029,0.0102
60,2030,0.0101
60,2031,0.01
61,1951,0.012
61,1952,0.010100000000000001
61,1953,0.0083
61,1954,0.0064
61,1955,0.0044
61,1956,0.0025
61,1957,0.0008
61,1958,-0.0005
61,1959,-0.0016
61,1960,-0.0025
61,1961,-0.0032
61,1962,-0.0037
61,1963,-0.0037
61,1964,-0.0032
61,1965,-0.0021000000000000003
61,1966,-0.0004
61,1967,0.0019
61,1968,0.0047
61,1969,0.008
61,1970,0.011600000000000001
61,1971,0.0152
61,1972,0.018600000000000002
61,1973,0.0217
61,1974,0.0241
61,1975,0.0256
61,1976,0.026000000000000002
61,1977,0.025400000000000002
61,1978,0.0241
61,1979,0.0221
61,1980,0.0198
61,1981,0.0176
61,1982,0.015600000000000001
61,1983,0.0142
61,1984,0.013600000000000001
61,1985,0.0137
61,1986,0.0145
61,1987,0.015600000000000001
61,1988,0.016900000000000002
61,1989,0.018000000000000002
61,1990,0.0189
61,1991,0.0194
61,1992,0.019700000000000002
61,1993,0.0199
61,1994,0.020300000000000002
61,1995,0.020800000000000003
61,1996,0.021500000000000002
61,1997,0.0221
61,1998,0.022500000000000003
61,1999,0.022600000000000002
61,2000,0.0224
61,2001,0.022000000000000002
61,2002,0.021500000000000002
61,2003,0.020800000000000003
61,2004,0.0198
61,2005,0.018600000000000002
61,2006,0.016900000000000002
61,2007,0.014700000000000001
61,2008,0.012
61,2009,0.0089
61,2010,0.0051
61,2011,0.0008
61,2012,-0.0038
61,2013,-0.0038
61,2014,-0.0031
61,2015,-0.0017
61,2016,0.0002
61,2017,0.0023
61,2018,0.0045
61,2019,0.0066
61,2020,0.0084
61,2021,0.0098
61,2022,0.0106
61,2023,0.011
61,2024,0.0112
61,2025,0.0112
61,2026,0.011
61,2027,0.0108
61,2028,0.0105
61,2029,0.0103
61,2030,0.0101
61,2031,0.01
62,1951,0.0109
62,1952,0.0091
62,1953,0.007200000000000001
62,1954,0.0053
62,1955,0.0033
62,1956,0.0015
62,1957,-0.0001
62,1958,-0.0013000000000000002
62,1959,-0.0023
62,1960,-0.0031000000000000003
62,1961,-0.0037
62,1962,-0.004
62,1963,-0.0038
62,1964,-0.0031000000000000003
62,1965,-0.0018000000000000002
62,1966,0.0
62,1967,0.0024000000000000002
62,1968,0.005200000000000001
62,1969,0.0083
62,1970,0.0115
62,1971,0.0148
62,1972,0.0179
62,1973,0.020800000000000003
62,1974,0.023
62,1975,0.0244
62,1976,0.024900000000000002
62,1977,0.0245
62,1978,0.0235
62,1979,0.0218
62,1980,0.0198
62,1981,0.0177
62,1982,0.015700000000000002
62,1983,0.0143
62,1984,0.013600000000000001
62,1985,0.0137
62,1986,0.014400000000000001
62,1987,0.0155
62,1988,0.0167
62,1989,0.0177
62,1990,0.0184
62,1991,0.0187
62,1992,0.0188
62,1993,0.0189
62,1994,0.0193
62,1995,0.02
62,1996,0.020900000000000002
62,1997,0.0219
62,1998,0.0227
62,1999,0.023100000000000002
62,2000,0.0233
62,2001,0.023200000000000002
62,2002,0.0229
62,2003,0.022500000000000003
62,2004,0.0218
62,2005,0.020800000000000003
62,2006,0.0193
62,2007,0.0172
62,2008,0.014400000000000001
62,2009,0.0111
62,2010,0.007
62,2011,0.0023
62,2012,-0.0027
62,2013,-0.003
62,2014,-0.0026
62,2015,-0.0016
62,2016,-0.0001
62,2017,0.0018
62,2018,0.0038
62,2019,0.0058
62,2020,0.0076
62,2021,0.009
62,2022,0.01
62,2023,0.0105
62,2024,0.0108
62,2025,0.011
62,2026,0.0109
62,2027,0.0107
62,2028,0.0105
62,2029,0.0103
62,2030,0.0101
62,2031,0.01
63,1951,0.0099
63,1952,0.008
63,1953,0.006200000000000001
63,1954,0.0043
63,1955,0.0024000000000000002
63,1956,0.0006000000000000001
63,1957,-0.0009000000000000001
63,1958,-0.0021000000000000003
63,1959,-0.003
63,1960,-0.0036000000000000003
63,1961,-0.0041
63,1962,-0.0041
63,1963,-0.0037
63,1964,-0.0028
63,1965,-0.0014
63,1966,0.0005
63,1967,0.0028
63,1968,0.0055000000000000005
63,1969,0.008400000000000001
63,1970,0.011300000000000001
63,1971,0.0143
63,1972,0.0172
63,1973,0.019700000000000002
63,1974,0.0218
63,1975,0.023100000000000002
63,1976,0.023700000000000002
63,1977,0.0235
63,1978,0.0227
63,1979,0.0213
63,1980,0.0196
63,1981,0.0177
63,1982,0.0159
63,1983,0.0145
63,1984,0.013900000000000001
63,1985,0.013900000000000001
63,1986,0.0145
63,1987,0.0155
63,1988,0.0166
63,1989,0.0175
63,1990,0.0179
63,1991,0.018000000000000002
63,1992,0.0179
63,1993,0.0179
63,1994,0.0183
63,1995,0.019100000000000002
63,1996,0.020200000000000003
63,1997,0.021500000000000002
63,1998,0.022500000000000003
63,1999,0.0234
63,2000,0.0238
63,2001,0.024
63,2002,0.0241
63,2003,0.0239
63,2004,0.0235
63,2005,0.0227
63,2006,0.021400000000000002
63,2007,0.0193
63,2008,0.0166
63,2009,0.0131
63,2010,0.009000000000000001
63,2011,0.004200000000000001
63,2012,-0.001
63,2013,-0.0016
63,2014,-0.0016
63,2015,-0.001
63,2016,0.0001
63,2017,0.0016
63,2018,0.0034
63,2019,0.0052
63,2020,0.0069
63,2021,0.0083
63,2022,0.0093
63,2023,0.01
63,2024,0.0104
63,2025,0.0107
63,2026,0.0107
63,2027,0.0107
63,2028,0.0105
63,2029,0.0103
63,2030,0.0101
63,2031,0.01
64,1951,0.0089
64,1952,0.0071
64,1953,0.0053
64,1954,0.0034000000000000002
64,1955,0.0016
64,1956,-0.0002
64,1957,-0.0016
64,1958,-0.0026000000000000003
64,1959,-0.0034000000000000002
64,1960,-0.004
64,1961,-0.004200000000000001
64,1962,-0.0041
64,1963,-0.0036000000000000003
64,1964,-0.0025
64,1965,-0.001
64,1966,0.0009000000000000001
64,1967,0.0031000000000000003
64,1968,0.0056
64,1969,0.0083
64,1970,0.011000000000000001
64,1971,0.0137
64,1972,0.016300000000000002
64,1973,0.0187
64,1974,0.0206
64,1975,0.0219
64,1976,0.0224
64,1977,0.0224
64,1978,0.0217
64,1979,0.0205
64,1980,0.019100000000000002
64,1981,0.017400000000000002
64,1982,0.0159
64,1983,0.014700000000000001
64,1984,0.014100000000000001
64,1985,0.0142
64,1986,0.0148
64,1987,0.015700000000000002
64,1988,0.0167
64,1989,0.017400000000000002
64,1990,0.0176
64,1991,0.017400000000000002
64,1992,0.0171
64,1993,0.017
64,1994,0.0173
64,1995,0.0181
64,1996,0.0194
64,1997,0.020800000000000003
64,1998,0.0222
64,1999,0.0233
64,2000,0.0241
64,2001,0.0247
64,2002,0.025
64,2003,0.0252
64,2004,0.025
64,2005,0.024300000000000002
64,2006,0.023100000000000002
64,2007,0.0211
64,2008,0.0184
64,2009,0.015000000000000001
64,2010,0.0109
64,2011,0.0061
64,2012,0.001
64,2013,0.0001
64,2014,-0.0002
64,2015,0.0
64,2016,0.0007
64,2017,0.0018
64,2018,0.0032
64,2019,0.0047
64,2020,0.0063
64,2021,0.0076
64,2022,0.0087
64,2023,0.0094
64,2024,0.01
64,2025,0.0103
64,2026,0.0105
64,2027,0.0105
64,2028,0.0104
64,2029,0.0103
64,2030,0.0101
64,2031,0.01
65,1951,0.0082
65,1952,0.0064
65,1953,0.0046
65,1954,0.0027
65,1955,0.0009000000000000001
65,1956,-0.0007
65,1957,-0.002
65,1958,-0.003
65,1959,-0.0037
65,1960,-0.0041
65,1961,-0.004200000000000001
65,1962,-0.004
65,1963,-0.0034000000000000002
65,1964,-0.0022
65,1965,-0.0007
65,1966,0.0011
65,1967,0.0032
65,1968,0.0056
65,1969,0.0081
65,1970,0.0106
65,1971,0.0131
65,1972,0.0155
65,1973,0.0177
65,1974,0.0195
65,1975,0.0207
65,1976,0.0212
65,1977,0.0212
65,1978,0.0206
65,1979,0.0196
65,1980,0.0184
65,1981,0.017
65,1982,0.0158
65,1983,0.0148
65,1984,0.014400000000000001
65,1985,0.0146
65,1986,0.0152
65,1987,0.0161
65,1988,0.016900000000000002
65,1989,0.0173
65,1990,0.0173
65,1991,0.016900000000000002
65,1992,0.0164
65,1993,0.0162
65,1994,0.0164
65,1995,0.0172
65,1996,0.018500000000000003
65,1997,0.02
65,1998,0.0216
65,1999,0.023
65,2000,0.024200000000000003
65,2001,0.0251
65,2002,0.0258
65,2003,0.0262
65,2004,0.0262
65,2005,0.0257
65,2006,0.0245
65,2007,0.022600000000000002
65,2008,0.0199
65,2009,0.0166
65,2010,0.012700000000000001
65,2011,0.0081
65,2012,0.0032
65,2013,0.0022
65,2014,0.0016
65,2015,0.0014
65,2016,0.0016
65,2017,0.0023
65,2018,0.0033
65,2019,0.0045
65,2020,0.0058
65,2021,0.007
65,2022,0.008
65,2023,0.0089
65,2024,0.0095
65,2025,0.01
65,2026,0.0103
65,2027,0.0104
65,2028,0.0104
65,2029,0.0103
65,2030,0.0101
65,2031,0.01
66,1951,0.0077
66,1952,0.0059
66,1953,0.0041
66,1954,0.0023
66,1955,0.0005
66,1956,-0.001
66,1957,-0.0023
66,1958,-0.0031000000000000003
66,1959,-0.0037
66,1960,-0.0041
66,1961,-0.0041
66,1962,-0.0038
66,1963,-0.0031000000000000003
66,1964,-0.002
66,1965,-0.0006000000000000001
66,1966,0.0012000000000000001
66,1967,0.0032
66,1968,0.0054
66,1969,0.0077
66,1970,0.01
66,1971,0.012400000000000001
66,1972,0.014700000000000001
66,1973,0.016800000000000002
66,1974,0.0184
66,1975,0.0195
66,1976,0.02
66,1977,0.02
66,1978,0.0194
66,1979,0.018500000000000003
66,1980,0.0175
66,1981,0.0164
66,1982,0.0154
66,1983,0.0148
66,1984,0.0146
66,1985,0.0149
66,1986,0.015600000000000001
66,1987,0.0164
66,1988,0.0171
66,1989,0.017400000000000002
66,1990,0.0172
66,1991,0.0166
66,1992,0.0159
66,1993,0.0155
66,1994,0.015600000000000001
66,1995,0.016300000000000002
66,1996,0.0175
66,1997,0.019100000000000002
66,1998,0.020900000000000002
66,1999,0.022600000000000002
66,2000,0.024
66,2001,0.0253
66,2002,0.0263
66,2003,0.0269
66,2004,0.027100000000000003
66,2005,0.0267
66,2006,0.025500000000000002
66,2007,0.023700000000000002
66,2008,0.0211
66,2009,0.018000000000000002
66,2010,0.0142
66,2011,0.0099
66,2012,0.0053
66,2013,0.0043
66,2014,0.0035
66,2015,0.003
66,2016,0.0028
66,2017,0.003
66,2018,0.0036
66,2019,0.0044
66,2020,0.0054
66,2021,0.0065
66,2022,0.0075
66,2023,0.0083
66,2024,0.0091
66,2025,0.0096
66,2026,0.01
66,2027,0.0102
66,2028,0.0103
66,2029,0.0102
66,2030,0.0101
66,2031,0.01
67,1951,0.007500000000000001
67,1952,0.0057
67,1953,0.0039000000000000003
67,1954,0.0021000000000000003
67,1955,0.0004
67,1956,-0.0011
67,1957,-0.0023
67,1958,-0.0031000000000000003
67,1959,-0.0036000000000000003
67,1960,-0.0039000000000000003
67,1961,-0.0039000000000000003
67,1962,-0.0035
67,1963,-0.0029000000000000002
67,1964,-0.0018000000000000002
67,1965,-0.0005
67,1966,0.0011
67,1967,0.0029000000000000002
67,1968,0.005
67,1969,0.007200000000000001
67,1970,0.0094
67,1971,0.0117
67,1972,0.013900000000000001
67,1973,0.0159
